20141226,111.66,112.45,112.73,112.89,112.36,113.27
20141229,112.45,112.73,112.89,112.36,113.27,114.23
20141230,112.73,112.89,112.36,113.27,114.23,113.02
20141231,112.89,112.36,113.27,114.23,113.02,111.67
20150102,112.36,113.27,114.23,113.02,111.67,109.39
20150105,113.27,114.23,113.02,111.67,109.39,107.03
20150106,114.23,113.02,111.67,109.39,107.03,106.03
20150107,113.02,111.67,109.39,107.03,106.03,107.45
20150108,111.67,109.39,107.03,106.03,107.45,110.43
20150109,109.39,107.03,106.03,107.45,110.43,111.73
20150112,107.03,106.03,107.45,110.43,111.73,110.72
20150113,106.03,107.45,110.43,111.73,110.72,110.85
20150114,107.45,110.43,111.73,110.72,110.85,109.50
20150115,110.43,111.73,110.72,110.85,109.50,108.36
20150116,111.73,110.72,110.85,109.50,108.36,106.39
20150120,110.72,110.85,109.50,108.36,106.39,107.73
20150121,110.85,109.50,108.36,106.39,107.73,109.66
20150122,109.50,108.36,106.39,107.73,109.66,111.09
20150123,108.36,106.39,107.73,109.66,111.09,112.64
20150126,106.39,107.73,109.66,111.09,112.64,113.58
20150127,107.73,109.66,111.09,112.64,113.58,110.75
20150128,109.66,111.09,112.64,113.58,110.75,116.72
20150129,111.09,112.64,113.58,110.75,116.72,117.38
20150130,112.64,113.58,110.75,116.72,117.38,118.42
20150202,113.58,110.75,116.72,117.38,118.42,117.62
20150203,110.75,116.72,117.38,118.42,117.62,118.35
20150204,116.72,117.38,118.42,117.62,118.35,119.41
20150205,117.38,118.42,117.62,118.35,119.41,119.74
20150206,118.42,117.62,118.35,119.41,119.74,119.35
20150209,117.62,118.35,119.41,119.74,119.35,119.14
